Date,Vegetable,Price,Location,Farmer
2023-04-07,Carrot,23.35,Potheri,Farmer D
2023-04-07,Cabbage,14.64,Potheri,Farmer B
2023-04-07,Spinach,13.83,Tambaram,Farmer F
2023-04-07,Cauliflower,25.79,Tambaram,Farmer G
2023-04-07,Broccoli,32.16,Potheri,Farmer A
2023-04-07,Eggplant,25.46,Velachery,Farmer H
2023-04-07,Capsicum,43.15,Chromepet,Farmer F
2023-04-08,Tomato,24.19,Adyar,Farmer H
2023-04-08,Potato,10.64,Kodambakkam,Farmer I
2023-04-08,Onion,26.81,Thiruvanmiyur,Farmer J
2023-04-08,Carrot,23.63,Adyar,Farmer E
2023-04-08,Cabbage,17.5,Chromepet,Farmer J
2023-04-08,Spinach,11.94,T. Nagar,Farmer E
2023-04-08,Cauliflower,26.97,Thiruvanmiyur,Farmer F
2023-04-08,Broccoli,38.85,Potheri,Farmer J
2023-04-08,Eggplant,29.76,Guindy,Farmer F
2023-04-08,Capsicum,44.3,Velachery,Farmer A
2023-04-09,Tomato,24.59,Chromepet,Farmer E
2023-04-09,Potato,16.77,Thiruvanmiyur,Farmer A
2023-04-09,Onion,34.94,T. Nagar,Farmer D
2023-04-09,Carrot,21.22,Tambaram,Farmer A
2023-04-09,Cabbage,18.23,Anna Nagar,Farmer A
2023-04-09,Spinach,6.59,Kodambakkam,Farmer C
2023-04-09,Cauliflower,25.61,Kodambakkam,Farmer J
2023-04-09,Broccoli,34.72,Chromepet,Farmer I
2023-04-09,Eggplant,29.84,Velachery,Farmer G
2023-04-09,Capsicum,35.4,Anna Nagar,Farmer G
2023-04-10,Tomato,16.2,Potheri,Farmer F
2023-04-10,Potato,13.81,Velachery,Farmer A
2023-04-10,Onion,25.65,Anna Nagar,Farmer B
2023-04-10,Carrot,22.89,Potheri,Farmer E
2023-04-10,Cabbage,17.14,Kodambakkam,Farmer I
2023-04-10,Spinach,11.77,T. Nagar,Farmer I
2023-04-10,Cauliflower,26.49,Kodambakkam,Farmer C
2023-04-10,Broccoli,35.39,Tambaram,Farmer G
2023-04-10,Eggplant,32.91,Potheri,Farmer C
2023-04-10,Capsicum,43.73,Adyar,Farmer G
2023-04-11,Tomato,22.06,Kodambakkam,Farmer A
2023-04-11,Potato,14.82,Thiruvanmiyur,Farmer B
2023-04-11,Onion,25.54,Chromepet,Farmer J
2023-04-11,Carrot,22.66,Velachery,Farmer F
2023-04-11,Cabbage,22.6,Potheri,Farmer A
2023-04-11,Spinach,9.75,Potheri,Farmer A
2023-04-11,Cauliflower,26.64,Guindy,Farmer E
2023-04-11,Broccoli,34.21,Thiruvanmiyur,Farmer H
2023-04-11,Eggplant,24.77,Anna Nagar,Farmer H
2023-04-11,Capsicum,38.14,Thiruvanmiyur,Farmer B
2023-04-12,Tomato,22.18,Adyar,Farmer J
2023-04-12,Potato,11.18,Adyar,Farmer J
2023-04-12,Onion,29.66,Tambaram,Farmer C
2023-04-12,Carrot,23.61,T. Nagar,Farmer H
2023-04-12,Cabbage,13.05,T. Nagar,Farmer F
2023-04-12,Spinach,13.1,Potheri,Farmer A
2023-04-12,Cauliflower,18.72,Velachery,Farmer J
2023-04-12,Broccoli,30.05,Tambaram,Farmer H
2023-04-12,Eggplant,23.01,Anna Nagar,Farmer I
2023-04-12,Capsicum,35.9,Thiruvanmiyur,Farmer G
2023-04-13,Tomato,16.28,Adyar,Farmer J
2023-04-13,Potato,11.47,Tambaram,Farmer E
2023-04-13,Onion,25.73,Chromepet,Farmer D
2023-04-13,Carrot,25.6,Velachery,Farmer B
2023-04-13,Cabbage,18.15,Chromepet,Farmer E
2023-04-13,Spinach,7.63,Adyar,Farmer A
2023-04-13,Cauliflower,23.77,Anna Nagar,Farmer G
2023-04-13,Broccoli,34.34,Chromepet,Farmer A
2023-04-13,Eggplant,26.44,Thiruvanmiyur,Farmer A
2023-04-13,Capsicum,38.6,Velachery,Farmer A
2023-04-14,Tomato,21.65,Anna Nagar,Farmer A
2023-04-14,Potato,10.82,Anna Nagar,Farmer G
2023-04-14,Onion,29.61,Tambaram,Farmer H
2023-04-14,Carrot,29.78,Guindy,Farmer J
2023-04-14,Cabbage,19.84,Tambaram,Farmer B
2023-04-14,Spinach,11.6,Anna Nagar,Farmer E
2023-04-14,Cauliflower,22.42,Tambaram,Farmer H
2023-04-14,Broccoli,33.24,Kodambakkam,Farmer J
2023-04-14,Eggplant,25.78,Potheri,Farmer H
2023-04-14,Capsicum,37.88,Anna Nagar,Farmer G
2023-04-15,Tomato,22.29,T. Nagar,Farmer I
2023-04-15,Potato,10.46,Guindy,Farmer F
2023-04-15,Onion,26.82,Kodambakkam,Farmer A
2023-04-15,Carrot,28.07,Guindy,Farmer C
2023-04-15,Cabbage,21.86,T. Nagar,Farmer A
2023-04-15,Spinach,12.29,Anna Nagar,Farmer I
2023-04-15,Cauliflower,18.84,T. Nagar,Farmer B
2023-04-15,Broccoli,39.66,Guindy,Farmer D
2023-04-15,Eggplant,25.8,Adyar,Farmer D
2023-04-15,Capsicum,38.73,Tambaram,Farmer B
2023-04-16,Tomato,16.83,Chromepet,Farmer E
2023-04-16,Potato,12.16,Potheri,Farmer B
2023-04-16,Onion,25.33,Guindy,Farmer I
2023-04-16,Carrot,23.57,Thiruvanmiyur,Farmer G
2023-04-16,Cabbage,22.18,Guindy,Farmer I
2023-04-16,Spinach,13.39,Chromepet,Farmer A
2023-04-16,Cauliflower,18.77,Guindy,Farmer H
2023-04-16,Broccoli,39.39,Potheri,Farmer F
2023-04-16,Eggplant,31.73,Chromepet,Farmer H
2023-04-16,Capsicum,41.99,Kodambakkam,Farmer D
2023-04-17,Tomato,19.34,Potheri,Farmer A
2023-04-17,Potato,18.54,T. Nagar,Farmer D
2023-04-17,Onion,26.22,Velachery,Farmer H
2023-04-17,Carrot,27.59,Tambaram,Farmer E
2023-04-17,Cabbage,18.62,Potheri,Farmer J
2023-04-17,Spinach,6.15,Anna Nagar,Farmer H
2023-04-17,Cauliflower,18.8,Kodambakkam,Farmer D
2023-04-17,Broccoli,38.66,Thiruvanmiyur,Farmer H
2023-04-17,Eggplant,31.61,Chromepet,Farmer G
2023-04-17,Capsicum,41.08,Thiruvanmiyur,Farmer C
2023-04-18,Tomato,19.8,Tambaram,Farmer H
2023-04-18,Potato,17.05,Anna Nagar,Farmer F
2023-04-18,Onion,29.95,Potheri,Farmer J
2023-04-18,Carrot,26.84,Kodambakkam,Farmer A
2023-04-18,Cabbage,21.01,Guindy,Farmer D
2023-04-18,Spinach,8.94,Kodambakkam,Farmer B
2023-04-18,Cauliflower,24.97,Anna Nagar,Farmer J
2023-04-18,Broccoli,31.07,Tambaram,Farmer J
2023-04-18,Eggplant,26.42,Guindy,Farmer C
2023-04-18,Capsicum,39.02,Thiruvanmiyur,Farmer H
2023-04-19,Tomato,19.87,Potheri,Farmer D
2023-04-19,Potato,18.37,Anna Nagar,Farmer B
2023-04-19,Onion,29.59,T. Nagar,Farmer J
2023-04-19,Carrot,23.82,T. Nagar,Farmer H
2023-04-19,Cabbage,17.13,Velachery,Farmer E
2023-04-19,Spinach,5.76,Tambaram,Farmer E
2023-04-19,Cauliflower,26.6,Thiruvanmiyur,Farmer C
2023-04-19,Broccoli,33.78,Velachery,Farmer J
2023-04-19,Eggplant,32.57,Kodambakkam,Farmer A
2023-04-19,Capsicum,39.64,T. Nagar,Farmer I
2023-04-20,Tomato,16.7,Thiruvanmiyur,Farmer H
2023-04-20,Potato,15.04,Potheri,Farmer E
2023-04-20,Onion,25.86,Chromepet,Farmer B
2023-04-20,Carrot,22.28,Adyar,Farmer A
2023-04-20,Cabbage,13.37,T. Nagar,Farmer E
2023-04-20,Spinach,10.57,T. Nagar,Farmer G
2023-04-20,Cauliflower,20.79,Tambaram,Farmer H
2023-04-20,Broccoli,33.06,Guindy,Farmer C
2023-04-20,Eggplant,23.61,Potheri,Farmer C
2023-04-20,Capsicum,35.58,Anna Nagar,Farmer C
2023-04-21,Tomato,18.16,Adyar,Farmer E
2023-04-21,Potato,16.13,Kodambakkam,Farmer B
2023-04-21,Onion,31.83,Anna Nagar,Farmer E
2023-04-21,Carrot,27.05,Thiruvanmiyur,Farmer H
2023-04-21,Cabbage,18.73,Thiruvanmiyur,Farmer G
2023-04-21,Spinach,5.19,Adyar,Farmer I
2023-04-21,Cauliflower,18.43,Velachery,Farmer A
2023-04-21,Broccoli,30.2,T. Nagar,Farmer C
2023-04-21,Eggplant,30.11,Thiruvanmiyur,Farmer J
2023-04-21,Capsicum,41.47,T. Nagar,Farmer D
2023-04-22,Tomato,22.05,T. Nagar,Farmer H
2023-04-22,Potato,12.88,Adyar,Farmer H
2023-04-22,Onion,30.18,Guindy,Farmer D
2023-04-22,Carrot,23.45,Adyar,Farmer I
2023-04-22,Cabbage,14.56,Guindy,Farmer I
2023-04-22,Spinach,5.18,Velachery,Farmer B
2023-04-22,Cauliflower,25.67,Kodambakkam,Farmer C
2023-04-22,Broccoli,39.31,Guindy,Farmer F
2023-04-22,Eggplant,29.4,Thiruvanmiyur,Farmer E
2023-04-22,Capsicum,41.87,Chromepet,Farmer I
2023-04-23,Tomato,23.12,Chromepet,Farmer C
2023-04-23,Potato,12.45,Anna Nagar,Farmer B
2023-04-23,Onion,30.21,Velachery,Farmer G
2023-04-23,Carrot,24.1,Guindy,Farmer D
2023-04-23,Cabbage,21.25,Anna Nagar,Farmer J
2023-04-23,Spinach,10.41,Kodambakkam,Farmer F
2023-04-23,Cauliflower,20.1,T. Nagar,Farmer D
2023-04-23,Broccoli,30.98,Chromepet,Farmer F
2023-04-23,Eggplant,31.12,Anna Nagar,Farmer B
2023-04-23,Capsicum,37.96,Tambaram,Farmer C
2023-04-24,Tomato,24.77,Chromepet,Farmer B
2023-04-24,Potato,15.92,Guindy,Farmer G
2023-04-24,Onion,29.3,Kodambakkam,Farmer A
2023-04-24,Carrot,24.41,Kodambakkam,Farmer E
2023-04-24,Cabbage,14.82,Kodambakkam,Farmer D
2023-04-24,Spinach,12.84,Velachery,Farmer A
2023-04-24,Cauliflower,18.9,Potheri,Farmer H
2023-04-24,Broccoli,34.75,T. Nagar,Farmer F
2023-04-24,Eggplant,23.6,Tambaram,Farmer B
2023-04-24,Capsicum,35.12,Kodambakkam,Farmer F
2023-04-25,Tomato,21.66,Anna Nagar,Farmer J
2023-04-25,Potato,17.2,Potheri,Farmer A
2023-04-25,Onion,28.79,Tambaram,Farmer C
2023-04-25,Carrot,28.49,Tambaram,Farmer A
2023-04-25,Cabbage,19.64,Adyar,Farmer E
2023-04-25,Spinach,14.98,Kodambakkam,Farmer C
2023-04-25,Cauliflower,17.44,Potheri,Farmer F
2023-04-25,Broccoli,36.01,Tambaram,Farmer B
2023-04-25,Eggplant,23.71,Adyar,Farmer I
2023-04-25,Capsicum,44.28,Guindy,Farmer D
2023-04-26,Tomato,19.17,Thiruvanmiyur,Farmer C
2023-04-26,Potato,12.1,Guindy,Farmer I
2023-04-26,Onion,29.87,T. Nagar,Farmer I
2023-04-26,Carrot,21.06,Velachery,Farmer A
2023-04-26,Cabbage,22.97,Potheri,Farmer H
2023-04-26,Spinach,11.47,Anna Nagar,Farmer B
2023-04-26,Cauliflower,22.33,Chromepet,Farmer I
2023-04-26,Broccoli,38.07,Adyar,Farmer J
2023-04-26,Eggplant,29.35,Chromepet,Farmer G
2023-04-26,Capsicum,39.25,Kodambakkam,Farmer H
2023-04-27,Tomato,22.57,Chromepet,Farmer E
2023-04-27,Potato,12.67,Potheri,Farmer C
2023-04-27,Onion,29.7,Kodambakkam,Farmer F
2023-04-27,Carrot,20.54,Velachery,Farmer F
2023-04-27,Cabbage,22.83,Velachery,Farmer G
2023-04-27,Spinach,13.35,Tambaram,Farmer G
2023-04-27,Cauliflower,20.09,T. Nagar,Farmer H
2023-04-27,Broccoli,36.91,Potheri,Farmer D
2023-04-27,Eggplant,23.1,Kodambakkam,Farmer A
2023-04-27,Capsicum,40.02,Guindy,Farmer E
2023-04-28,Tomato,15.32,Kodambakkam,Farmer A
2023-04-28,Potato,15.72,T. Nagar,Farmer B
2023-04-28,Onion,26.14,Kodambakkam,Farmer I
2023-04-28,Carrot,23.19,Chromepet,Farmer A
2023-04-28,Cabbage,14.66,Velachery,Farmer H
2023-04-28,Spinach,6.76,Adyar,Farmer H
2023-04-28,Cauliflower,20.29,Anna Nagar,Farmer A
2023-04-28,Broccoli,35.74,Adyar,Farmer D
2023-04-28,Eggplant,23.15,Anna Nagar,Farmer J
2023-04-28,Capsicum,37.27,Chromepet,Farmer C
2023-04-29,Tomato,18.45,Velachery,Farmer I
2023-04-29,Potato,16.59,T. Nagar,Farmer G
2023-04-29,Onion,27.49,Tambaram,Farmer E
2023-04-29,Carrot,28.44,Guindy,Farmer J
2023-04-29,Cabbage,16.58,Thiruvanmiyur,Farmer B
2023-04-29,Spinach,6.71,Tambaram,Farmer C
2023-04-29,Cauliflower,24.59,Guindy,Farmer D
2023-04-29,Broccoli,37.44,Thiruvanmiyur,Farmer D
2023-04-29,Eggplant,28.02,Potheri,Farmer F
2023-04-29,Capsicum,39.92,Adyar,Farmer I
2023-04-30,Tomato,16.49,Tambaram,Farmer H
2023-04-30,Potato,15.51,Chromepet,Farmer A
2023-04-30,Onion,25.87,Kodambakkam,Farmer F
2023-04-30,Carrot,25.51,Chromepet,Farmer F
2023-04-30,Cabbage,14.26,Tambaram,Farmer E
2023-04-30,Spinach,11.82,Adyar,Farmer J
2023-04-30,Cauliflower,26.24,Chromepet,Farmer I
2023-04-30,Broccoli,35.04,Thiruvanmiyur,Farmer A
2023-04-30,Eggplant,25.7,Velachery,Farmer D
2023-04-30,Capsicum,38.29,Anna Nagar,Farmer G
2023-05-01,Tomato,15.64,Chromepet,Farmer B
2023-05-01,Potato,12.83,Thiruvanmiyur,Farmer B
2023-05-01,Onion,28.02,Anna Nagar,Farmer F
2023-05-01,Carrot,23.47,Velachery,Farmer F
2023-05-01,Cabbage,15.89,Thiruvanmiyur,Farmer C
2023-05-01,Spinach,9.51,T. Nagar,Farmer H
2023-05-01,Cauliflower,18.68,Tambaram,Farmer B
2023-05-01,Broccoli,30.29,Chromepet,Farmer D
2023-05-01,Eggplant,24.68,Chromepet,Farmer D
2023-05-01,Capsicum,44.37,Velachery,Farmer I
2023-05-02,Tomato,22.36,Guindy,Farmer D
2023-05-02,Potato,11.48,Kodambakkam,Farmer D
2023-05-02,Onion,34.23,Tambaram,Farmer D
2023-05-02,Carrot,27.14,Chromepet,Farmer H
2023-05-02,Cabbage,16.13,Adyar,Farmer H
2023-05-02,Spinach,14.74,Potheri,Farmer E
2023-05-02,Cauliflower,19.45,Kodambakkam,Farmer B
2023-05-02,Broccoli,31.55,Kodambakkam,Farmer H
2023-05-02,Eggplant,31.79,Chromepet,Farmer J
2023-05-02,Capsicum,42.96,Adyar,Farmer J
2023-05-03,Tomato,17.53,Anna Nagar,Farmer A
2023-05-03,Potato,10.11,Anna Nagar,Farmer A
2023-05-03,Onion,32.99,Anna Nagar,Farmer F
2023-05-03,Carrot,21.95,Chromepet,Farmer E
2023-05-03,Cabbage,15.67,Anna Nagar,Farmer G
2023-05-03,Spinach,12.5,Anna Nagar,Farmer H
2023-05-03,Cauliflower,18.96,Guindy,Farmer D
2023-05-03,Broccoli,36.96,Potheri,Farmer G
2023-05-03,Eggplant,24.31,Tambaram,Farmer G
2023-05-03,Capsicum,41.14,Anna Nagar,Farmer F
2023-05-04,Tomato,19.12,Potheri,Farmer D
2023-05-04,Potato,11.13,Kodambakkam,Farmer A
2023-05-04,Onion,25.22,Velachery,Farmer I
2023-05-04,Carrot,23.65,Potheri,Farmer F
2023-05-04,Cabbage,13.81,Kodambakkam,Farmer A
2023-05-04,Spinach,11.97,T. Nagar,Farmer B
2023-05-04,Cauliflower,20.54,Adyar,Farmer C
2023-05-04,Broccoli,35.13,Potheri,Farmer I
2023-05-04,Eggplant,24.15,Thiruvanmiyur,Farmer I
2023-05-04,Capsicum,42.32,T. Nagar,Farmer A
2023-05-05,Tomato,15.54,Thiruvanmiyur,Farmer J
2023-05-05,Potato,13.31,T. Nagar,Farmer B
2023-05-05,Onion,32.72,T. Nagar,Farmer B
2023-05-05,Carrot,21.09,Kodambakkam,Farmer E
2023-05-05,Cabbage,19.28,Potheri,Farmer C
2023-05-05,Spinach,11.04,Anna Nagar,Farmer F
2023-05-05,Cauliflower,19.4,Guindy,Farmer E
2023-05-05,Broccoli,35.52,Adyar,Farmer J
2023-05-05,Eggplant,32.62,Tambaram,Farmer I
2023-05-05,Capsicum,39.8,T. Nagar,Farmer D
2023-05-06,Tomato,23.46,T. Nagar,Farmer I
2023-05-06,Potato,17.7,Adyar,Farmer G
2023-05-06,Onion,25.05,Kodambakkam,Farmer A
2023-05-06,Carrot,29.04,Adyar,Farmer G
2023-05-06,Cabbage,21.28,Adyar,Farmer J
2023-05-06,Spinach,5.14,Anna Nagar,Farmer G
2023-05-06,Cauliflower,18.87,Kodambakkam,Farmer E
2023-05-06,Broccoli,38.02,Chromepet,Farmer B
2023-05-06,Eggplant,23.16,Potheri,Farmer E
2023-05-06,Capsicum,40.28,Guindy,Farmer F
2023-05-07,Tomato,17.59,Velachery,Farmer F
2023-05-07,Potato,11.34,T. Nagar,Farmer I
2023-05-07,Onion,29.93,Kodambakkam,Farmer G
2023-05-07,Carrot,29.57,Velachery,Farmer H
2023-05-07,Cabbage,20.78,Thiruvanmiyur,Farmer H
2023-05-07,Spinach,14.94,Velachery,Farmer F
2023-05-07,Cauliflower,22.79,Chromepet,Farmer A
2023-05-07,Broccoli,36.43,Velachery,Farmer I
2023-05-07,Eggplant,32.94,Adyar,Farmer H
2023-05-07,Capsicum,40.3,Kodambakkam,Farmer C
2023-05-08,Tomato,20.53,Thiruvanmiyur,Farmer B
2023-05-08,Potato,19.48,Anna Nagar,Farmer G
2023-05-08,Onion,34.57,Kodambakkam,Farmer H
2023-05-08,Carrot,27.46,Adyar,Farmer D
2023-05-08,Cabbage,20.47,Potheri,Farmer D
2023-05-08,Spinach,14.85,Velachery,Farmer D
2023-05-08,Cauliflower,18.25,Thiruvanmiyur,Farmer H
2023-05-08,Broccoli,39.01,Guindy,Farmer F
2023-05-08,Eggplant,23.19,Thiruvanmiyur,Farmer G
2023-05-08,Capsicum,39.12,Tambaram,Farmer C
2023-05-09,Tomato,23.85,Potheri,Farmer D
2023-05-09,Potato,15.95,Adyar,Farmer E
2023-05-09,Onion,30.35,Potheri,Farmer G
2023-05-09,Carrot,29.32,T. Nagar,Farmer A
2023-05-09,Cabbage,18.47,Guindy,Farmer J
2023-05-09,Spinach,13.01,Velachery,Farmer F
2023-05-09,Cauliflower,18.78,T. Nagar,Farmer B
2023-05-09,Broccoli,37.5,Anna Nagar,Farmer A
2023-05-09,Eggplant,26.23,Velachery,Farmer G
2023-05-09,Capsicum,39.96,Chromepet,Farmer I
2023-05-10,Tomato,23.12,Tambaram,Farmer C
2023-05-10,Potato,17.46,Potheri,Farmer A
2023-05-10,Onion,26.25,Kodambakkam,Farmer H
2023-05-10,Carrot,24.92,Adyar,Farmer H
2023-05-10,Cabbage,18.57,Anna Nagar,Farmer H
2023-05-10,Spinach,10.58,Tambaram,Farmer G
2023-05-10,Cauliflower,19.4,Guindy,Farmer C
2023-05-10,Broccoli,34.79,Potheri,Farmer B
2023-05-10,Eggplant,23.04,T. Nagar,Farmer E
2023-05-10,Capsicum,36.22,Kodambakkam,Farmer I
2023-05-11,Tomato,17.18,Potheri,Farmer G
2023-05-11,Potato,19.49,Guindy,Farmer B
2023-05-11,Onion,34.41,Guindy,Farmer H
2023-05-11,Carrot,27.71,Thiruvanmiyur,Farmer C
2023-05-11,Cabbage,20.95,Velachery,Farmer A
2023-05-11,Spinach,9.69,T. Nagar,Farmer I
2023-05-11,Cauliflower,18.67,Tambaram,Farmer D
2023-05-11,Broccoli,31.2,Guindy,Farmer E
2023-05-11,Eggplant,28.63,Potheri,Farmer F
2023-05-11,Capsicum,36.73,Guindy,Farmer H
2023-05-12,Tomato,22.4,Kodambakkam,Farmer I
2023-05-12,Potato,13.75,Guindy,Farmer G
2023-05-12,Onion,34.79,Guindy,Farmer H
2023-05-12,Carrot,21.5,Adyar,Farmer F
2023-05-12,Cabbage,18.0,Anna Nagar,Farmer C
2023-05-12,Spinach,12.62,Velachery,Farmer H
2023-05-12,Cauliflower,17.83,Kodambakkam,Farmer G
2023-05-12,Broccoli,39.38,Velachery,Farmer B
2023-05-12,Eggplant,30.06,Thiruvanmiyur,Farmer I
2023-05-12,Capsicum,40.53,Velachery,Farmer H
2023-05-13,Tomato,24.14,Chromepet,Farmer F
2023-05-13,Potato,13.3,Potheri,Farmer B
2023-05-13,Onion,28.74,Anna Nagar,Farmer B
2023-05-13,Carrot,21.95,Potheri,Farmer B
2023-05-13,Cabbage,21.76,Velachery,Farmer B
2023-05-13,Spinach,5.39,T. Nagar,Farmer J
2023-05-13,Cauliflower,22.22,Adyar,Farmer J
2023-05-13,Broccoli,36.93,Potheri,Farmer A
2023-05-13,Eggplant,31.02,Velachery,Farmer H
2023-05-13,Capsicum,41.31,Potheri,Farmer F
2023-05-14,Tomato,16.91,Chromepet,Farmer G
2023-05-14,Potato,13.97,Adyar,Farmer G
2023-05-14,Onion,31.16,Velachery,Farmer C
2023-05-14,Carrot,21.88,Kodambakkam,Farmer G
2023-05-14,Cabbage,17.2,Guindy,Farmer F
2023-05-14,Spinach,12.25,Chromepet,Farmer F
2023-05-14,Cauliflower,17.96,Anna Nagar,Farmer G
2023-05-14,Broccoli,33.77,Guindy,Farmer A
2023-05-14,Eggplant,32.38,Anna Nagar,Farmer E
2023-05-14,Capsicum,42.13,Velachery,Farmer G
2023-05-15,Tomato,16.07,Adyar,Farmer A
2023-05-15,Potato,13.47,Kodambakkam,Farmer E
2023-05-15,Onion,33.97,T. Nagar,Farmer C
2023-05-15,Carrot,21.31,Chromepet,Farmer I
2023-05-15,Cabbage,17.38,T. Nagar,Farmer E
2023-05-15,Spinach,14.93,Guindy,Farmer H
2023-05-15,Cauliflower,26.44,Potheri,Farmer E
2023-05-15,Broccoli,38.9,Anna Nagar,Farmer A
2023-05-15,Eggplant,23.41,Guindy,Farmer D
2023-05-15,Capsicum,40.31,Guindy,Farmer E
2023-05-16,Tomato,23.51,Anna Nagar,Farmer H
2023-05-16,Potato,19.17,Tambaram,Farmer F
2023-05-16,Onion,25.53,Anna Nagar,Farmer B
2023-05-16,Carrot,26.54,Potheri,Farmer H
2023-05-16,Cabbage,15.44,Kodambakkam,Farmer A
2023-05-16,Spinach,11.34,Guindy,Farmer A
2023-05-16,Cauliflower,24.58,Kodambakkam,Farmer D
2023-05-16,Broccoli,30.46,T. Nagar,Farmer A
2023-05-16,Eggplant,23.39,Anna Nagar,Farmer G
2023-05-16,Capsicum,44.4,Potheri,Farmer F
2023-05-17,Tomato,17.2,Guindy,Farmer D
2023-05-17,Potato,12.35,Anna Nagar,Farmer B
2023-05-17,Onion,27.74,Guindy,Farmer F
2023-05-17,Carrot,21.46,Adyar,Farmer H
2023-05-17,Cabbage,20.1,Thiruvanmiyur,Farmer A
2023-05-17,Spinach,14.9,Adyar,Farmer I
2023-05-17,Cauliflower,18.72,Guindy,Farmer E
2023-05-17,Broccoli,30.73,Guindy,Farmer F
2023-05-17,Eggplant,24.93,Anna Nagar,Farmer D
2023-05-17,Capsicum,35.88,Velachery,Farmer E
2023-05-18,Tomato,17.24,Thiruvanmiyur,Farmer C
2023-05-18,Potato,13.18,Guindy,Farmer J
2023-05-18,Onion,26.27,Thiruvanmiyur,Farmer F
2023-05-18,Carrot,21.2,Guindy,Farmer F
2023-05-18,Cabbage,17.44,Kodambakkam,Farmer A
2023-05-18,Spinach,14.0,Guindy,Farmer G
2023-05-18,Cauliflower,25.99,T. Nagar,Farmer B
2023-05-18,Broccoli,39.27,Chromepet,Farmer C
2023-05-18,Eggplant,24.11,Guindy,Farmer J
2023-05-18,Capsicum,44.52,Velachery,Farmer G
2023-05-19,Tomato,24.99,Chromepet,Farmer A
2023-05-19,Potato,19.96,Potheri,Farmer B
2023-05-19,Onion,31.27,Guindy,Farmer B
2023-05-19,Carrot,29.7,Guindy,Farmer I
2023-05-19,Cabbage,18.91,Tambaram,Farmer B
2023-05-19,Spinach,5.92,Adyar,Farmer J
2023-05-19,Cauliflower,20.75,Thiruvanmiyur,Farmer G
2023-05-19,Broccoli,30.67,Tambaram,Farmer J
2023-05-19,Eggplant,28.53,T. Nagar,Farmer I
2023-05-19,Capsicum,43.86,Anna Nagar,Farmer F
2023-05-20,Tomato,18.98,Chromepet,Farmer D
2023-05-20,Potato,18.37,Chromepet,Farmer F
2023-05-20,Onion,26.16,Chromepet,Farmer F
2023-05-20,Carrot,21.18,Anna Nagar,Farmer J
2023-05-20,Cabbage,13.48,Guindy,Farmer C
2023-05-20,Spinach,7.42,Velachery,Farmer C
2023-05-20,Cauliflower,20.51,T. Nagar,Farmer I
2023-05-20,Broccoli,32.35,T. Nagar,Farmer A
2023-05-20,Eggplant,28.08,Guindy,Farmer B
2023-05-20,Capsicum,42.44,T. Nagar,Farmer B
2023-05-21,Tomato,19.6,Thiruvanmiyur,Farmer C
2023-05-21,Potato,19.39,Guindy,Farmer B
2023-05-21,Onion,26.75,Potheri,Farmer A
2023-05-21,Carrot,29.14,Chromepet,Farmer A
2023-05-21,Cabbage,14.86,Adyar,Farmer H
2023-05-21,Spinach,7.57,Adyar,Farmer J
2023-05-21,Cauliflower,23.28,Guindy,Farmer G
2023-05-21,Broccoli,37.64,Guindy,Farmer J
2023-05-21,Eggplant,32.07,Kodambakkam,Farmer H
2023-05-21,Capsicum,41.97,Adyar,Farmer C
2023-05-22,Tomato,23.94,Adyar,Farmer B
2023-05-22,Potato,16.95,Kodambakkam,Farmer B
2023-05-22,Onion,29.31,Velachery,Farmer C
2023-05-22,Carrot,26.09,Anna Nagar,Farmer G
2023-05-22,Cabbage,13.28,Velachery,Farmer B
2023-05-22,Spinach,11.66,Guindy,Farmer B
2023-05-22,Cauliflower,22.39,Tambaram,Farmer G
2023-05-22,Broccoli,36.15,T. Nagar,Farmer I
2023-05-22,Eggplant,29.58,Kodambakkam,Farmer J
2023-05-22,Capsicum,38.8,Potheri,Farmer E
2023-05-23,Tomato,24.47,Chromepet,Farmer A
2023-05-23,Potato,17.95,Potheri,Farmer I
2023-05-23,Onion,29.6,Thiruvanmiyur,Farmer G
2023-05-23,Carrot,27.54,Tambaram,Farmer H
2023-05-23,Cabbage,13.97,Velachery,Farmer A
2023-05-23,Spinach,6.61,Kodambakkam,Farmer A
2023-05-23,Cauliflower,25.85,Velachery,Farmer F
2023-05-23,Broccoli,35.72,T. Nagar,Farmer A
2023-05-23,Eggplant,24.23,Adyar,Farmer C
2023-05-23,Capsicum,40.17,Guindy,Farmer C
2023-05-24,Tomato,24.8,Tambaram,Farmer B
2023-05-24,Potato,11.82,Chromepet,Farmer J
2023-05-24,Onion,28.95,Velachery,Farmer F
2023-05-24,Carrot,24.79,Guindy,Farmer D
2023-05-24,Cabbage,17.78,Adyar,Farmer D
2023-05-24,Spinach,7.01,Anna Nagar,Farmer C
2023-05-24,Cauliflower,19.05,Adyar,Farmer H
2023-05-24,Broccoli,30.07,Anna Nagar,Farmer C
2023-05-24,Eggplant,23.19,Adyar,Farmer A
2023-05-24,Capsicum,42.21,Kodambakkam,Farmer F
2023-05-25,Tomato,21.88,Adyar,Farmer J
2023-05-25,Potato,14.51,Thiruvanmiyur,Farmer F
2023-05-25,Onion,29.49,Anna Nagar,Farmer F
2023-05-25,Carrot,22.3,T. Nagar,Farmer A
2023-05-25,Cabbage,14.65,Guindy,Farmer B
2023-05-25,Spinach,10.99,Potheri,Farmer I
